year,host_country,round,stage_type,date,home_team,away_team,home_score,away_score,total_goals,goal_diff,result,winner,home_xg,away_xg,home_penalty_shootout,away_penalty_shootout,venue,attendance,referee,home_manager,away_manager,home_captain,away_captain,notes
1958,Sweden,Group stage,Group Stage,1958-06-15,Brazil,Soviet Union,2.0,0.0,2.0,2.0,Home Win,Brazil,,,,,"Nya Ullevi, Gothenburg",50928,Maurice Guigue,Vicente Feola,Gavril Kachalin,Hilderaldo Bellini,Igor Netto,
1958,Sweden,Group stage,Group Stage,1958-06-15,Hungary,Mexico,4.0,0.0,4.0,4.0,Home Win,Hungary,,,,,"Jarnvallen, Sandviken",13300,Arne Eriksson,Lajos Baroti,Antonio Lopez,Nándor Hidegkuti,Antonio Carbajal,
1958,Sweden,Group stage,Group Stage,1958-06-15,France,Scotland,2.0,1.0,3.0,1.0,Home Win,France,,,,,"Eyravallen, Orebro",13554,Juan Brozzi,Albert Batteaux,Dawson Walker,Robert Jonquet,Bobby Evans,
1958,Sweden,Group stage,Group Stage,1958-06-12,Sweden,Hungary,2.0,1.0,3.0,1.0,Home Win,Sweden,,,,,"Rasunda Stadium, Solna",38850,Jack Mowat,George Raynor,Lajos Baroti,Nils Liedholm,József Bozsik,
1958,Sweden,Group stage,Group Stage,1958-06-11,Soviet Union,Austria,2.0,0.0,2.0,2.0,Home Win,Soviet Union,,,,,"Ryavallen, Boras",21239,Carl Frederik Jorgensen,Gavril Kachalin,Josef Argauer,Nikita Simonyan,Gerhard Hanappi,
1958,Sweden,Group stage,Group Stage,1958-06-11,West Germany,Czechoslovakia,2.0,2.0,4.0,0.0,Draw,Draw,,,,,"Olympia Stadium, Helsingborg",25000,Arthur Ellis,Sepp Herberger,Karel Kolsky,Hans Schäfer,Ladislav Novák,
1958,Sweden,Group stage,Group Stage,1958-06-11,Argentina,Northern Ireland,3.0,1.0,4.0,2.0,Home Win,Argentina,,,,,"Orjans Vall, Halmstad",14174,Sten Ahlner,Guillermo Stabile,Peter Doherty,Pedro Dellacha,Danny Blanchflower,
1958,Sweden,Group stage,Group Stage,1958-06-11,Yugoslavia,France,3.0,2.0,5.0,1.0,Home Win,Yugoslavia,,,,,"Arosvallen, Vasteras",12217,Benjamin Griffiths,Aleksandar Tirnanic,Albert Batteaux,Branko Zebec,Roger Marche,
1958,Sweden,Group stage,Group Stage,1958-06-11,Paraguay,Scotland,3.0,2.0,5.0,1.0,Home Win,Paraguay,,,,,"Idrottsparken, Norrkï¿½Ping",11665,Vincenzo Orlandini,Aurelio Gonzalez,Dawson Walker,Juan Bautista Agüero,Tommy Younger,
1958,Sweden,Group stage,Group Stage,1958-06-11,Brazil,England,0.0,0.0,0.0,0.0,Draw,Draw,,,,,"Nya Ullevi, Gothenburg",40895,Albert Dusch,Vicente Feola,Walter Winterbottom,Hilderaldo Bellini,Billy Wright,
1958,Sweden,Group stage,Group Stage,1958-06-11,Mexico,Wales,1.0,1.0,2.0,0.0,Draw,Draw,,,,,"Rasunda Stadium, Solna",15150,Leo Lemesic,Antonio Lopez,James Murphy,Antonio Carbajal,Dave Bowen,
1958,Sweden,Group stage,Group Stage,1958-06-08,Sweden,Mexico,3.0,0.0,3.0,3.0,Home Win,Sweden,,,,,"Rasunda Stadium, Solna",34107,Nikolaj Latychev,George Raynor,Antonio Lopez,Nils Liedholm,Antonio Carbajal,
1958,Sweden,Group stage,Group Stage,1958-06-08,Northern Ireland,Czechoslovakia,1.0,0.0,1.0,1.0,Home Win,Northern Ireland,,,,,"Orjans Vall, Halmstad",10647,Fritz Seipelt,Peter Doherty,Karel Kolsky,Danny Blanchflower,Ladislav Novák,
1958,Sweden,Group stage,Group Stage,1958-06-08,Hungary,Wales,1.0,1.0,2.0,0.0,Draw,Draw,,,,,"Jarnvallen, Sandviken",15343,Jose Maria Codesal,Lajos Baroti,James Murphy,Nándor Hidegkuti,Dave Bowen,
1958,Sweden,Group stage,Group Stage,1958-06-08,Yugoslavia,Scotland,1.0,1.0,2.0,0.0,Draw,Draw,,,,,"Arosvallen, Vasteras",9591,Paul Wyssling,Aleksandar Tirnanic,Dawson Walker,Branko Zebec,Tommy Younger,
1958,Sweden,Group stage,Group Stage,1958-06-08,Brazil,Austria,3.0,0.0,3.0,3.0,Home Win,Brazil,,,,,"Rimnersvallen, Udevalla",17788,Maurice Guigue,Vicente Feola,Josef Argauer,Hilderaldo Bellini,Gerhard Hanappi,
1958,Sweden,Group stage,Group Stage,1958-06-08,Soviet Union,England,2.0,2.0,4.0,0.0,Draw,Draw,,,,,"Nya Ullevi, Gothenburg",49348,Istvan Zsolt,Gavril Kachalin,Walter Winterbottom,Nikita Simonyan,Billy Wright,
1958,Sweden,Group stage,Group Stage,1958-06-08,France,Paraguay,7.0,3.0,10.0,4.0,Home Win,France,,,,,"Idrottsparken, Norrkï¿½Ping",16518,Juan Gardeazabal,Albert Batteaux,Aurelio Gonzalez,Robert Jonquet,Juan Bautista Agüero,
1958,Sweden,Group stage,Group Stage,1958-06-08,Argentina,West Germany,1.0,3.0,4.0,-2.0,Away Win,West Germany,,,,,"Malmo Stadion, Malmï¿½",31156,Reginald Leafe,Guillermo Stabile,Sepp Herberger,Pedro Dellacha,Hans Schäfer,
1954,Switzerland,Final,Knockout,1954-07-04,Germany,Hungary,3.0,2.0,5.0,1.0,Home Win,Germany,,,,,"Wankdorf Stadium, Berne",62500,William Ling,Sepp Herberger,Gusztav Sebes,Fritz Walter,Ferenc Puskás,
1954,Switzerland,Third-place match,Knockout,1954-07-03,Austria,Uruguay,3.0,1.0,4.0,2.0,Home Win,Austria,,,,,"Hardturm, Zurich",32000,Paul Wyssling,Walter Nausch,Juan Lopez,Ernst Ocwirk,William Martínez,
1954,Switzerland,Semi-finals,Knockout,1954-06-30,Hungary,Uruguay,4.0,2.0,6.0,2.0,Home Win,Hungary,,,,,"La Pontaise, Lausanne",45000,Benjamin Griffiths,Gusztav Sebes,Juan Lopez,József Bozsik,William Martínez,Required Extra Time
1954,Switzerland,Semi-finals,Knockout,1954-06-30,Germany,Austria,6.0,1.0,7.0,5.0,Home Win,Germany,,,,,"St. Jakob, Basel",58000,Vincenzo Orlandini,Sepp Herberger,Walter Nausch,Fritz Walter,Ernst Ocwirk,
1954,Switzerland,Quarter-finals,Knockout,1954-06-27,Germany,Yugoslavia,2.0,0.0,2.0,2.0,Home Win,Germany,,,,,"Charmilles, Geneva",17000,Istvan Zsolt,Sepp Herberger,Aleksandar Tirnanic,Fritz Walter,Rajko Mitić,
1954,Switzerland,Quarter-finals,Knockout,1954-06-27,Hungary,Brazil,4.0,2.0,6.0,2.0,Home Win,Hungary,,,,,"Wankdorf Stadium, Berne",40000,Arthur Ellis,Gusztav Sebes,Zeze Moreira,József Bozsik,Bauer,
1954,Switzerland,Quarter-finals,Knockout,1954-06-26,Uruguay,England,4.0,2.0,6.0,2.0,Home Win,Uruguay,,,,,"St. Jakob, Basel",28000,Carl Steiner,Juan Lopez,Walter Winterbottom,Obdulio Varela,Billy Wright,
1954,Switzerland,Quarter-finals,Knockout,1954-06-26,Switzerland,Austria,5.0,7.0,12.0,-2.0,Away Win,Austria,,,,,"La Pontaise, Lausanne",35000,Charlie Faultless,Karl Rappan,Walter Nausch,Roger Bocquet,Ernst Ocwirk,
1954,Switzerland,Group stage play-off,Group Stage,1954-06-23,Germany,Türkiye,7.0,2.0,9.0,5.0,Home Win,Germany,,,,,"Hardturm, Zurich",17000,Raymond Vincenti,Sepp Herberger,Sandro Puppo,Fritz Walter,Lefter Küçükandonyadis,
1954,Switzerland,Group stage play-off,Group Stage,1954-06-23,Switzerland,Italy,4.0,1.0,5.0,3.0,Home Win,Switzerland,,,,,"St. Jakob, Basel",30000,Benjamin Griffiths,Karl Rappan,Lajos Czeizler,Roger Bocquet,Egisto Pandolfini,
1954,Switzerland,Group stage,Group Stage,1954-06-20,Hungary,Germany,8.0,3.0,11.0,5.0,Home Win,Hungary,,,,,"St. Jakob, Basel",56000,William Ling,Gusztav Sebes,Sepp Herberger,Ferenc Puskás,Fritz Walter,
1954,Switzerland,Group stage,Group Stage,1954-06-20,Türkiye,Korea Republic,7.0,0.0,7.0,7.0,Home Win,Türkiye,,,,,"Charmilles, Geneva",4000,Esteban Marino,Sandro Puppo,Yong Shik Kim,Turgay Şeren,Park Kyu-chung,
1954,Switzerland,Group stage,Group Stage,1954-06-20,Italy,Belgium,4.0,1.0,5.0,3.0,Home Win,Italy,,,,,"Comunale di Cornaredo, Lugano",24000,Carl Steiner,Lajos Czeizler,Doug Livingstone,Egisto Pandolfini,Joseph Mermans,
1954,Switzerland,Group stage,Group Stage,1954-06-20,Switzerland,England,0.0,2.0,2.0,-2.0,Away Win,England,,,,,"Wankdorf Stadium, Berne",43500,Istvan Zsolt,Karl Rappan,Walter Winterbottom,Roger Bocquet,Billy Wright,
1954,Switzerland,Group stage,Group Stage,1954-06-19,Uruguay,Scotland,7.0,0.0,7.0,7.0,Home Win,Uruguay,,,,,"St. Jakob, Basel",34000,Vincenzo Orlandini,Juan Lopez,Andy Battie,Obdulio Varela,Willie Cunningham,
1954,Switzerland,Group stage,Group Stage,1954-06-19,Brazil,Yugoslavia,1.0,1.0,2.0,0.0,Draw,Draw,,,,,"La Pontaise, Lausanne",24637,Charlie Faultless,Zeze Moreira,Aleksandar Tirnanic,Bauer,Rajko Mitić,Required Extra Time
1954,Switzerland,Group stage,Group Stage,1954-06-19,Austria,Czechoslovakia,5.0,0.0,5.0,5.0,Home Win,Austria,,,,,"Hardturm, Zurich",26000,Vasa Stefanovic,Walter Nausch,Josef Cejp,Ernst Ocwirk,Ladislav Novák,
1954,Switzerland,Group stage,Group Stage,1954-06-19,France,Mexico,3.0,2.0,5.0,1.0,Home Win,France,,,,,"Charmilles, Geneva",19000,Manuel Asensi,Pierre Pibarot,Antonio Lopez,Roger Marche,José Naranjo,
1954,Switzerland,Group stage,Group Stage,1954-06-17,Switzerland,Italy,2.0,1.0,3.0,1.0,Home Win,Switzerland,,,,,"La Pontaise, Lausanne",43000,Mario Viana,Karl Rappan,Lajos Czeizler,Roger Bocquet,Giampiero Boniperti,
1954,Switzerland,Group stage,Group Stage,1954-06-17,Hungary,Korea Republic,9.0,0.0,9.0,9.0,Home Win,Hungary,,,,,"Hardturm, Zurich",13000,Raymond Vincenti,Gusztav Sebes,Yong Shik Kim,Ferenc Puskás,Min Byung-dae,
1954,Switzerland,Group stage,Group Stage,1954-06-17,Germany,Türkiye,4.0,1.0,5.0,3.0,Home Win,Germany,,,,,"Wankdorf Stadium, Berne",28000,Jose Da Costa Vieira,Sepp Herberger,Sandro Puppo,Fritz Walter,Turgay Şeren,
1954,Switzerland,Group stage,Group Stage,1954-06-17,England,Belgium,4.0,4.0,8.0,0.0,Draw,Draw,,,,,"St. Jakob, Basel",14000,Emil Schmetzer,Walter Winterbottom,Doug Livingstone,Billy Wright,Joseph Mermans,Required Extra Time
1954,Switzerland,Group stage,Group Stage,1954-06-16,Uruguay,Czechoslovakia,2.0,0.0,2.0,2.0,Home Win,Uruguay,,,,,"Wankdorf Stadium, Berne",20500,Arthur Ellis,Juan Lopez,Oldrich Nejedly,Obdulio Varela,Ladislav Novák,
1954,Switzerland,Group stage,Group Stage,1954-06-16,Yugoslavia,France,1.0,0.0,1.0,1.0,Home Win,Yugoslavia,,,,,"La Pontaise, Lausanne",16000,Benjamin Griffiths,Aleksandar Tirnanic,Pierre Pibarot,Stjepan Bobek,Robert Jonquet,
1954,Switzerland,Group stage,Group Stage,1954-06-16,Brazil,Mexico,5.0,0.0,5.0,5.0,Home Win,Brazil,,,,,"Charmilles, Geneva",13470,Paul Wyssling,Zeze Moreira,Antonio Lopez,Bauer,José Naranjo,
1954,Switzerland,Group stage,Group Stage,1954-06-16,Austria,Scotland,1.0,0.0,1.0,1.0,Home Win,Austria,,,,,"Hardturm, Zurich",25000,Laurent Franken,Walter Nausch,Andy Battie,Kurt Schmied,Willie Cunningham,
1950,Brazil,Final stage,Knockout,1950-07-16,Sweden,Spain,3.0,1.0,4.0,2.0,Home Win,Sweden,,,,,"Pacaembu, Sao Paulo",11227,Karel Van Der Meer,George Raynor,Guillermo Eizaguirre,Erik Nilsson,Telmo Zarra,
1950,Brazil,Final stage,Knockout,1950-07-16,Uruguay,Brazil,2.0,1.0,3.0,1.0,Home Win,Uruguay,,,,,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",173850,George Reader,Juan Lopez,Flavio Costa,Obdulio Varela,Augusto da Costa,
1950,Brazil,Final stage,Knockout,1950-07-13,Brazil,Spain,6.0,1.0,7.0,5.0,Home Win,Brazil,,,,,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",152772,Reginald Leafe,Flavio Costa,Guillermo Eizaguirre,Augusto da Costa,Agustín Gaínza,
1950,Brazil,Final stage,Knockout,1950-07-13,Uruguay,Sweden,3.0,2.0,5.0,1.0,Home Win,Uruguay,,,,,"Pacaembu, Sao Paulo",7987,Giovanni Galeati,Juan Lopez,George Raynor,Obdulio Varela,Erik Nilsson,
1950,Brazil,Final stage,Knockout,1950-07-09,Brazil,Sweden,7.0,1.0,8.0,6.0,Home Win,Brazil,,,,,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",138886,Arthur Ellis,Flavio Costa,George Raynor,Augusto da Costa,Erik Nilsson,
1950,Brazil,Final stage,Knockout,1950-07-09,Uruguay,Spain,2.0,2.0,4.0,0.0,Draw,Draw,,,,,"Pacaembu, Sao Paulo",44802,Benjamin Griffiths,Juan Lopez,Guillermo Eizaguirre,Obdulio Varela,Agustín Gaínza,
1950,Brazil,Group stage,Group Stage,1950-07-02,Chile,United States,5.0,2.0,7.0,3.0,Home Win,Chile,,,,,"Ilha do Retiro, Recife",8501,Mario Gardelli,Arturo Bucciardi,Bill Jeffrey,Sergio Livingstone,Walter Bahr,
1950,Brazil,Group stage,Group Stage,1950-07-02,Italy,Paraguay,2.0,0.0,2.0,2.0,Home Win,Italy,,,,,"Pacaembu, Sao Paulo",25811,Arthur Ellis,Ferruccio Novo,Manuel Fleitas Solich,Riccardo Carapellese,César López Fretes,
1950,Brazil,Group stage,Group Stage,1950-07-02,Uruguay,Bolivia,8.0,0.0,8.0,8.0,Home Win,Uruguay,,,,,"Independencia, Belo Horizonte",5284,George Reader,Juan Lopez,Mario Pretto,Obdulio Varela,José Bustamante,
1950,Brazil,Group stage,Group Stage,1950-07-02,Spain,England,1.0,0.0,1.0,1.0,Home Win,Spain,,,,,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",74462,Giovanni Galeati,Guillermo Eizaguirre,Walter Winterbottom,Agustín Gaínza,Billy Wright,
1950,Brazil,Group stage,Group Stage,1950-07-02,Switzerland,Mexico,2.0,1.0,3.0,1.0,Home Win,Switzerland,,,,,"Eucaliptos, Porto Alegre",3580,Ivan Eklind,Franco Andreoli,Octavio Vial,Roger Bocquet,Horacio Casarín,
1950,Brazil,Group stage,Group Stage,1950-07-01,Brazil,Yugoslavia,2.0,0.0,2.0,2.0,Home Win,Brazil,,,,,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",142429,Benjamin Griffiths,Flavio Costa,Milorad Arsenijevic,Augusto da Costa,Zlatko Čajkovski,
1950,Brazil,Group stage,Group Stage,1950-06-29,Spain,Chile,2.0,0.0,2.0,2.0,Home Win,Spain,,,,,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",19790,Alberto Malcher,Guillermo Eizaguirre,Arturo Bucciardi,Agustín Gaínza,Sergio Livingstone,
1950,Brazil,Group stage,Group Stage,1950-06-29,United States,England,1.0,0.0,1.0,1.0,Home Win,United States,,,,,"Independencia, Belo Horizonte",10151,Generoso Dattilo,Bill Jeffrey,Walter Winterbottom,Ed McIlvenny,Billy Wright,
1950,Brazil,Group stage,Group Stage,1950-06-29,Sweden,Paraguay,2.0,2.0,4.0,0.0,Draw,Draw,,,,,"Durival de Brito, Curitiba",7903,Robert Mitchell,George Raynor,Manuel Fleitas Solich,Erik Nilsson,César López Fretes,
1950,Brazil,Group stage,Group Stage,1950-06-28,Brazil,Switzerland,2.0,2.0,4.0,0.0,Draw,Draw,,,,,"Pacaembu, Sao Paulo",42032,Ramon Azon Roma,Flavio Costa,Franco Andreoli,Augusto da Costa,Alfred Bickel,
1950,Brazil,Group stage,Group Stage,1950-06-28,Yugoslavia,Mexico,4.0,1.0,5.0,3.0,Home Win,Yugoslavia,,,,,"Eucaliptos, Porto Alegre",11078,Reginald Leafe,Milorad Arsenijevic,Octavio Vial,Ivica Horvat,Horacio Casarín,
1950,Brazil,Group stage,Group Stage,1950-06-25,Sweden,Italy,3.0,2.0,5.0,1.0,Home Win,Sweden,,,,,"Pacaembu, Sao Paulo",36502,Jean Lutz,George Raynor,Ferruccio Novo,Erik Nilsson,Riccardo Carapellese,
1950,Brazil,Group stage,Group Stage,1950-06-25,England,Chile,2.0,0.0,2.0,2.0,Home Win,England,,,,,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",29703,Karel Van Der Meer,Walter Winterbottom,Arturo Bucciardi,Billy Wright,Sergio Livingstone,
1950,Brazil,Group stage,Group Stage,1950-06-25,Spain,United States,3.0,1.0,4.0,2.0,Home Win,Spain,,,,,"Durival de Brito, Curitiba",9511,Mario Viana,Guillermo Eizaguirre,Bill Jeffrey,Ignacio Eizaguirre,Harry Keough,
1950,Brazil,Group stage,Group Stage,1950-06-25,Yugoslavia,Switzerland,3.0,0.0,3.0,3.0,Home Win,Yugoslavia,,,,,"Independencia, Belo Horizonte",7336,Giovanni Galeati,Milorad Arsenijevic,Franco Andreoli,Rajko Mitić,Alfred Bickel,
1950,Brazil,Group stage,Group Stage,1950-06-24,Brazil,Mexico,4.0,0.0,4.0,4.0,Home Win,Brazil,,,,,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",81649,George Reader,Flavio Costa,Octavio Vial,Augusto da Costa,Alfonso Montemayor,
1938,France,Third-place match,Knockout,1938-06-19,Brazil,Sweden,4.0,2.0,6.0,2.0,Home Win,Brazil,,,,,"Stade du Parc Lescure, Bordeaux",12000,Jean Langenus,Ademar Pimenta,Joszef Nagy,Leônidas,Kurt Svanström,
1938,France,Final,Knockout,1938-06-19,Italy,Hungary,4.0,2.0,6.0,2.0,Home Win,Italy,,,,,"Stade Olympique, Colombes",45000,Georges Capdeville,Vittorio Pozzo,Karoly Dietz,Giuseppe Meazza,György Sárosi,
1938,France,Semi-finals,Knockout,1938-06-16,Hungary,Sweden,5.0,1.0,6.0,4.0,Home Win,Hungary,,,,,"Parc des Princes, Paris",20000,Lucien Leclercq,Karoly Dietz,Joszef Nagy,György Sárosi,Tore Keller,
1938,France,Semi-finals,Knockout,1938-06-16,Italy,Brazil,2.0,1.0,3.0,1.0,Home Win,Italy,,,,,"Stade Vï¿½lodrome, Marseilles",33000,Hans Wuethrich,Vittorio Pozzo,Ademar Pimenta,Giuseppe Meazza,Martim Mércio da Silveira,
1938,France,Quarter-finals,Knockout,1938-06-14,Brazil,Czechoslovakia,2.0,1.0,3.0,1.0,Home Win,Brazil,,,,,"Stade du Parc Lescure, Bordeaux",18141,Georges Capdeville,Ademar Pimenta,Vaclav Meissner,Leônidas,Jaroslav Burgr,
1938,France,Quarter-finals,Knockout,1938-06-12,Sweden,Cuba,8.0,0.0,8.0,8.0,Home Win,Sweden,,,,,"Fort Carree, Antibes",7000,Gustav Krist,Joszef Nagy,Jose Tapia,Tore Keller,Tomás Fernández,
1938,France,Quarter-finals,Knockout,1938-06-12,Brazil,Czechoslovakia,1.0,1.0,2.0,0.0,Draw,Draw,,,,,"Stade du Parc Lescure, Bordeaux",22021,Pal Von Hertzka,Ademar Pimenta,Vaclav Meissner,Martim Mércio da Silveira,František Plánička,Required Extra Time
1938,France,Quarter-finals,Knockout,1938-06-12,Hungary,Switzerland,2.0,0.0,2.0,2.0,Home Win,Hungary,,,,,"Victor Boucquey, Lille",15000,Rinaldo Barlassina,Karoly Dietz,Karl Rappan,György Sárosi,André Abegglen,
1938,France,Quarter-finals,Knockout,1938-06-12,Italy,France,3.0,1.0,4.0,2.0,Home Win,Italy,,,,,"Stade Olympique, Colombes",58455,Louis Baert,Vittorio Pozzo,Gaston Barreau,Giuseppe Meazza,Étienne Mattler,
1938,France,Round of 16,Knockout,1938-06-09,Switzerland,Germany,4.0,2.0,6.0,2.0,Home Win,Switzerland,,,,,"Parc des Princes, Paris",20025,Ivan Eklind,Karl Rappan,Sepp Herberger,Severino Minelli,Fritz Szepan,
1938,France,Round of 16,Knockout,1938-06-09,Cuba,Romania,2.0,1.0,3.0,1.0,Home Win,Cuba,,,,,"Stade Municipal, Toulouse",8000,Alfred Birlem,Jose Tapia,Coloman Braun,Tomás Fernández,Ștefan Dobay,
1938,France,Round of 16,Knockout,1938-06-05,Italy,Norway,2.0,1.0,3.0,1.0,Home Win,Italy,,,,,"Stade Vï¿½lodrome, Marseilles",19000,Alois Beranek,Vittorio Pozzo,Asbjorn Halvorsen,Giuseppe Meazza,Nils Eriksen,Required Extra Time
1938,France,Round of 16,Knockout,1938-06-05,Cuba,Romania,3.0,3.0,6.0,0.0,Draw,Draw,,,,,"Stade Municipal, Toulouse",7000,Giuseppe Scarpi,Jose Tapia,Coloman Braun,Tomás Fernández,Nicolae Kovács,Required Extra Time
1938,France,Round of 16,Knockout,1938-06-05,Hungary,Dutch East Indies,6.0,0.0,6.0,6.0,Home Win,Hungary,,,,,"Velodrome Municipale, Reims",9000,Roger Conrie,Karoly Dietz,Johannes Van Mastenbroek,György Sárosi,Frans Alfred Meeng,
1938,France,Round of 16,Knockout,1938-06-05,France,Belgium,3.0,1.0,4.0,2.0,Home Win,France,,,,,"Stade Olympique, Colombes",30454,Hans Wuethrich,Gaston Barreau,Jack Butler,Étienne Mattler,Émile Stijnen,
1938,France,Round of 16,Knockout,1938-06-05,Brazil,Poland,6.0,5.0,11.0,1.0,Home Win,Brazil,,,,,"Stade de la Meinau, Strasbourg",13452,Ivan Eklind,Ademar Pimenta,Jozef Kaluza,Martim Mércio da Silveira,Władysław Szczepaniak,Required Extra Time
1938,France,Round of 16,Knockout,1938-06-05,Czechoslovakia,Netherlands,3.0,0.0,3.0,3.0,Home Win,Czechoslovakia,,,,,"Cavee Verte, Le Havre",11000,Lucien Leclercq,Vaclav Meissner,Bob Glendenning,František Plánička,Puck van Heel,Required Extra Time
1938,France,Round of 16,Knockout,1938-06-04,Switzerland,Germany,1.0,1.0,2.0,0.0,Draw,Draw,,,,,"Parc des Princes, Paris",27152,Jean Langenus,Karl Rappan,Sepp Herberger,Severino Minelli,Hans Mock,Required Extra Time
1934,Italy,Final,Knockout,1934-06-10,Italy,Czechoslovakia,2.0,1.0,3.0,1.0,Home Win,Italy,,,,,"Nazionale PNF, Rome",55000,Ivan Eklind,Vittorio Pozzo,Karel Petru,Gianpiero Combi,František Plánička,Required Extra Time
1934,Italy,Third-place match,Knockout,1934-06-07,Germany,Austria,3.0,2.0,5.0,1.0,Home Win,Germany,,,,,"Giorgio Ascarelli, Naples",7000,Albino Carraro,Otto Nerz,Hugo Meisl,Fritz Szepan,Johann Horvath,
1934,Italy,Semi-finals,Knockout,1934-06-03,Czechoslovakia,Germany,3.0,1.0,4.0,2.0,Home Win,Czechoslovakia,,,,,"Nazionale PNF, Rome",15000,Rinaldo Barlassina,Karel Petru,Otto Nerz,František Plánička,Fritz Szepan,
1934,Italy,Semi-finals,Knockout,1934-06-03,Italy,Austria,1.0,0.0,1.0,1.0,Home Win,Italy,,,,,"San Siro, Milan",35000,Ivan Eklind,Vittorio Pozzo,Hugo Meisl,Gianpiero Combi,Josef Smistik,
1934,Italy,Quarter-finals,Knockout,1934-06-01,Italy,Spain,1.0,0.0,1.0,1.0,Home Win,Italy,,,,,"Giovanni Berta, Florence",43000,Rene Mercet,Vittorio Pozzo,Amadeo Garcia,Gianpiero Combi,Jacinto Quincoces,
1934,Italy,Quarter-finals,Knockout,1934-05-31,Austria,Hungary,2.0,1.0,3.0,1.0,Home Win,Austria,,,,,"Littorale, Bologna",23000,Francesco Mattea,Hugo Meisl,Odon Nadas,Johann Horvath,László Sternberg,
1934,Italy,Quarter-finals,Knockout,1934-05-31,Czechoslovakia,Switzerland,3.0,2.0,5.0,1.0,Home Win,Czechoslovakia,,,,,"Stadio Benito Mussolini, Turin",12000,Alois Beranek,Karel Petru,Henry Mueller,František Plánička,Severino Minelli,
1934,Italy,Quarter-finals,Knockout,1934-05-31,Italy,Spain,1.0,1.0,2.0,0.0,Draw,Draw,,,,,"Giovanni Berta, Florence",35000,Louis Baert,Vittorio Pozzo,Amadeo Garcia,Gianpiero Combi,Ricardo Zamora,Required Extra Time
1934,Italy,Quarter-finals,Knockout,1934-05-31,Germany,Sweden,2.0,1.0,3.0,1.0,Home Win,Germany,,,,,"San Siro, Milan",3000,Rinaldo Barlassina,Otto Nerz,Joszef Nagy,Fritz Szepan,Nils Rosén,
1934,Italy,Round of 16,Knockout,1934-05-27,Czechoslovakia,Romania,2.0,1.0,3.0,1.0,Home Win,Czechoslovakia,,,,,"Littorio, Trieste",9000,Jean Langenus,Karel Petru,Constantin Radulescu,František Plánička,Emerich Vogl,
1934,Italy,Round of 16,Knockout,1934-05-27,Hungary,Egypt,4.0,2.0,6.0,2.0,Home Win,Hungary,,,,,"Giorgio Ascarelli, Naples",9000,Rinaldo Barlassina,Odon Nadas,James Mcrea,László Sternberg,Mahmoud Mokhtar El-Tetsh,
1934,Italy,Round of 16,Knockout,1934-05-27,Austria,France,3.0,2.0,5.0,1.0,Home Win,Austria,,,,,"Stadio Benito Mussolini, Turin",16000,Johannes Van Moorsel,Hugo Meisl,George Kimpton,Josef Smistik,Alex Thépot,Required Extra Time
1934,Italy,Round of 16,Knockout,1934-05-27,Switzerland,Netherlands,3.0,2.0,5.0,1.0,Home Win,Switzerland,,,,,"San Siro, Milan",33000,Ivan Eklind,Henry Mueller,Bob Glendenning,Severino Minelli,Puck van Heel,
1934,Italy,Round of 16,Knockout,1934-05-27,Sweden,Argentina,3.0,2.0,5.0,1.0,Home Win,Sweden,,,,,"Littorale, Bologna",14000,Eugen Braun,Joszef Nagy,Felipe Pascucci,Nils Rosén,Alfredo Devincenzi,
1934,Italy,Round of 16,Knockout,1934-05-27,Spain,Brazil,3.0,1.0,4.0,2.0,Home Win,Spain,,,,,"Luigi Ferraris, Genoa",21000,Alfred Birlem,Amadeo Garcia,Luiz Vinhaes,Ricardo Zamora,Martim Mércio da Silveira,
1934,Italy,Round of 16,Knockout,1934-05-27,Germany,Belgium,5.0,2.0,7.0,3.0,Home Win,Germany,,,,,"Giovanni Berta, Florence",8000,Francesco Mattea,Otto Nerz,Hector Goetinck,Fritz Szepan,Félix Welkenhuysen,
1934,Italy,Round of 16,Knockout,1934-05-27,Italy,United States,7.0,1.0,8.0,6.0,Home Win,Italy,,,,,"Nazionale PNF, Rome",25000,Rene Mercet,Vittorio Pozzo,David Gould,Virginio Rosetta,George Moorhouse,
1930,Uruguay,Final,Knockout,1930-07-30,Uruguay,Argentina,4.0,2.0,6.0,2.0,Home Win,Uruguay,,,,,"Estadio Centenario, Montevideo",68346,Jean Langenus,Alberto Suppici,Francisco Olazar,José Nasazzi,Manuel Ferreira,
1930,Uruguay,Semi-finals,Knockout,1930-07-27,Uruguay,Yugoslavia,6.0,1.0,7.0,5.0,Home Win,Uruguay,,,,,"Estadio Centenario, Montevideo",79867,Gilberto Rego,Alberto Suppici,Bosko Simonovic,José Nasazzi,Milutin Ivković,
