year,date,round,home_team,away_team,team,player,minute,minute_numeric,goal_type
1990,1990-06-10,Group stage,Brazil,Sweden,Brazil,not applicable Careca,40,40,Normal
1990,1990-06-10,Group stage,Brazil,Sweden,Brazil,not applicable Careca,63,63,Normal
1990,1990-06-10,Group stage,Brazil,Sweden,Sweden,Tomas Brolin,79,79,Normal
1990,1990-06-10,Group stage,West Germany,Yugoslavia,West Germany,Lothar Matthäus,28,28,Normal
1990,1990-06-10,Group stage,West Germany,Yugoslavia,West Germany,Jürgen Klinsmann,39,39,Normal
1990,1990-06-10,Group stage,West Germany,Yugoslavia,Yugoslavia,Davor Jozić,55,55,Normal
1990,1990-06-10,Group stage,West Germany,Yugoslavia,West Germany,Lothar Matthäus,64,64,Normal
1990,1990-06-10,Group stage,West Germany,Yugoslavia,West Germany,Rudi Völler,70,70,Normal
1990,1990-06-11,Group stage,Costa Rica,Scotland,Costa Rica,Juan Cayasso,49,49,Normal
1990,1990-06-11,Group stage,England,Republic of Ireland,England,Gary Lineker,9,9,Normal
1990,1990-06-11,Group stage,England,Republic of Ireland,Republic of Ireland,Kevin Sheedy,73,73,Normal
1990,1990-06-12,Group stage,Belgium,South Korea,Belgium,Marc Degryse,53,53,Normal
1990,1990-06-12,Group stage,Belgium,South Korea,Belgium,Michel De Wolf,64,64,Normal
1990,1990-06-12,Group stage,Netherlands,Egypt,Netherlands,Wim Kieft,58,58,Normal
1990,1990-06-12,Group stage,Netherlands,Egypt,Egypt,Magdi Abdelghani,83,83,Penalty
1990,1990-06-13,Group stage,Argentina,Soviet Union,Argentina,Pedro Troglio,27,27,Normal
1990,1990-06-13,Group stage,Argentina,Soviet Union,Argentina,Jorge Burruchaga,79,79,Normal
1990,1990-06-14,Group stage,Cameroon,Romania,Cameroon,Roger Milla,76,76,Normal
1990,1990-06-14,Group stage,Cameroon,Romania,Cameroon,Roger Milla,86,86,Normal
1990,1990-06-14,Group stage,Cameroon,Romania,Romania,Gabi Balint,88,88,Normal
1990,1990-06-14,Group stage,Yugoslavia,Colombia,Yugoslavia,Davor Jozić,75,75,Normal
1990,1990-06-14,Group stage,Italy,United States,Italy,Giuseppe Giannini,11,11,Normal
1990,1990-06-15,Group stage,Austria,Czechoslovakia,Czechoslovakia,Michal Bílek,31,31,Penalty
1990,1990-06-15,Group stage,West Germany,United Arab Emirates,West Germany,Rudi Völler,35,35,Normal
1990,1990-06-15,Group stage,West Germany,United Arab Emirates,West Germany,Jürgen Klinsmann,37,37,Normal
1990,1990-06-15,Group stage,West Germany,United Arab Emirates,United Arab Emirates,Khalid Ismaïl,46,46,Normal
1990,1990-06-15,Group stage,West Germany,United Arab Emirates,West Germany,Lothar Matthäus,47,47,Normal
1990,1990-06-15,Group stage,West Germany,United Arab Emirates,West Germany,Uwe Bein,58,58,Normal
1990,1990-06-15,Group stage,West Germany,United Arab Emirates,West Germany,Rudi Völler,75,75,Normal
1990,1990-06-16,Group stage,Brazil,Costa Rica,Brazil,not applicable Müller,33,33,Normal
1990,1990-06-16,Group stage,Sweden,Scotland,Scotland,Stuart McCall,11,11,Normal
1990,1990-06-16,Group stage,Sweden,Scotland,Scotland,Mo Johnston,81,81,Penalty
1990,1990-06-16,Group stage,Sweden,Scotland,Sweden,Glenn Strömberg,86,86,Normal
1990,1990-06-17,Group stage,Belgium,Uruguay,Belgium,Leo Clijsters,15,15,Normal
1990,1990-06-17,Group stage,Belgium,Uruguay,Belgium,Enzo Scifo,24,24,Normal
1990,1990-06-17,Group stage,Belgium,Uruguay,Belgium,Jan Ceulemans,47,47,Normal
1990,1990-06-17,Group stage,Belgium,Uruguay,Uruguay,Pablo Bengoechea,73,73,Normal
1990,1990-06-17,Group stage,South Korea,Spain,Spain,not applicable Míchel,23,23,Normal
1990,1990-06-17,Group stage,South Korea,Spain,South Korea,Kwan Hwangbo,43,43,Normal
1990,1990-06-17,Group stage,South Korea,Spain,Spain,not applicable Míchel,61,61,Normal
1990,1990-06-17,Group stage,South Korea,Spain,Spain,not applicable Míchel,81,81,Normal
1990,1990-06-18,Group stage,Argentina,Romania,Argentina,Pedro Monzón,62,62,Normal
1990,1990-06-18,Group stage,Argentina,Romania,Romania,Gabi Balint,68,68,Normal
1990,1990-06-18,Group stage,Cameroon,Soviet Union,Soviet Union,Oleh Protasov,20,20,Normal
1990,1990-06-18,Group stage,Cameroon,Soviet Union,Soviet Union,Andrei Zygmantovich,29,29,Normal
1990,1990-06-18,Group stage,Cameroon,Soviet Union,Soviet Union,Oleksandr Zavarov,52,52,Normal
1990,1990-06-18,Group stage,Cameroon,Soviet Union,Soviet Union,Igor Dobrovolski,63,63,Normal
1990,1990-06-19,Group stage,West Germany,Colombia,West Germany,Pierre Littbarski,88,88,Normal
1990,1990-06-19,Group stage,West Germany,Colombia,Colombia,Freddy Rincón,90+3,93,Normal
1990,1990-06-19,Group stage,Yugoslavia,United Arab Emirates,Yugoslavia,Safet Sušić,5,5,Normal
1990,1990-06-19,Group stage,Yugoslavia,United Arab Emirates,Yugoslavia,Darko Pančev,9,9,Normal
1990,1990-06-19,Group stage,Yugoslavia,United Arab Emirates,United Arab Emirates,Ali Thani Jumaa,22,22,Normal
1990,1990-06-19,Group stage,Yugoslavia,United Arab Emirates,Yugoslavia,Darko Pančev,46,46,Normal
1990,1990-06-19,Group stage,Yugoslavia,United Arab Emirates,Yugoslavia,Robert Prosinečki,90+3,93,Normal
1990,1990-06-19,Group stage,Austria,United States,Austria,Andreas Ogris,49,49,Normal
1990,1990-06-19,Group stage,Austria,United States,Austria,Gerhard Rodax,63,63,Normal
1990,1990-06-19,Group stage,Austria,United States,United States,Bruce Murray,83,83,Normal
1990,1990-06-19,Group stage,Italy,Czechoslovakia,Italy,Salvatore Schillaci,9,9,Normal
1990,1990-06-19,Group stage,Italy,Czechoslovakia,Italy,Roberto Baggio,78,78,Normal
1990,1990-06-20,Group stage,Brazil,Scotland,Brazil,not applicable Müller,81,81,Normal
1990,1990-06-20,Group stage,Sweden,Costa Rica,Sweden,Johnny Ekström,32,32,Normal
1990,1990-06-20,Group stage,Sweden,Costa Rica,Costa Rica,Róger Flores,75,75,Normal
1990,1990-06-20,Group stage,Sweden,Costa Rica,Costa Rica,Hernán Medford,87,87,Normal
1990,1990-06-21,Group stage,Belgium,Spain,Spain,not applicable Míchel,26,26,Penalty
1990,1990-06-21,Group stage,Belgium,Spain,Belgium,Patrick Vervoort,29,29,Normal
1990,1990-06-21,Group stage,Belgium,Spain,Spain,Alberto Górriz,38,38,Normal
1990,1990-06-21,Group stage,South Korea,Uruguay,Uruguay,Daniel Fonseca,90+1,91,Normal
1990,1990-06-21,Group stage,England,Egypt,England,Mark Wright,58,58,Normal
1990,1990-06-21,Group stage,Republic of Ireland,Netherlands,Netherlands,Ruud Gullit,11,11,Normal
1990,1990-06-21,Group stage,Republic of Ireland,Netherlands,Republic of Ireland,Niall Quinn,71,71,Normal
1990,1990-06-23,Round of 16,Cameroon,Colombia,Cameroon,Roger Milla,106,106,Normal
1990,1990-06-23,Round of 16,Cameroon,Colombia,Cameroon,Roger Milla,108,108,Normal
1990,1990-06-23,Round of 16,Cameroon,Colombia,Colombia,Bernardo Redín,115,115,Normal
1990,1990-06-23,Round of 16,Czechoslovakia,Costa Rica,Czechoslovakia,Tomáš Skuhravý,12,12,Normal
1990,1990-06-23,Round of 16,Czechoslovakia,Costa Rica,Costa Rica,Rónald González Brenes,55,55,Normal
1990,1990-06-23,Round of 16,Czechoslovakia,Costa Rica,Czechoslovakia,Tomáš Skuhravý,63,63,Normal
1990,1990-06-23,Round of 16,Czechoslovakia,Costa Rica,Czechoslovakia,Luboš Kubík,76,76,Normal
1990,1990-06-23,Round of 16,Czechoslovakia,Costa Rica,Czechoslovakia,Tomáš Skuhravý,82,82,Normal
1990,1990-06-24,Round of 16,Brazil,Argentina,Argentina,Claudio Caniggia,81,81,Normal
1990,1990-06-24,Round of 16,West Germany,Netherlands,West Germany,Jürgen Klinsmann,51,51,Normal
1990,1990-06-24,Round of 16,West Germany,Netherlands,West Germany,Andreas Brehme,85,85,Normal
1990,1990-06-24,Round of 16,West Germany,Netherlands,Netherlands,Ronald Koeman,89,89,Penalty
1990,1990-06-25,Round of 16,Italy,Uruguay,Italy,Salvatore Schillaci,65,65,Normal
1990,1990-06-25,Round of 16,Italy,Uruguay,Italy,Aldo Serena,83,83,Normal
1990,1990-06-26,Round of 16,Spain,Yugoslavia,Yugoslavia,Dragan Stojković,78,78,Normal
1990,1990-06-26,Round of 16,Spain,Yugoslavia,Spain,Julio Salinas,84,84,Normal
1990,1990-06-26,Round of 16,Spain,Yugoslavia,Yugoslavia,Dragan Stojković,93,93,Normal
1990,1990-06-26,Round of 16,England,Belgium,England,David Platt,119,119,Normal
1990,1990-06-30,Quarter-finals,Republic of Ireland,Italy,Italy,Salvatore Schillaci,38,38,Normal
1990,1990-07-01,Quarter-finals,Czechoslovakia,West Germany,West Germany,Lothar Matthäus,25,25,Penalty
1990,1990-07-01,Quarter-finals,Cameroon,England,England,David Platt,25,25,Normal
1990,1990-07-01,Quarter-finals,Cameroon,England,Cameroon,Emmanuel Kundé,61,61,Penalty
1990,1990-07-01,Quarter-finals,Cameroon,England,Cameroon,Eugène Ekéké,65,65,Normal
1990,1990-07-01,Quarter-finals,Cameroon,England,England,Gary Lineker,83,83,Penalty
1990,1990-07-01,Quarter-finals,Cameroon,England,England,Gary Lineker,105,105,Penalty
1990,1990-07-03,Semi-finals,Argentina,Italy,Italy,Salvatore Schillaci,17,17,Normal
1990,1990-07-03,Semi-finals,Argentina,Italy,Argentina,Claudio Caniggia,67,67,Normal
1990,1990-07-04,Semi-finals,West Germany,England,West Germany,Andreas Brehme,60,60,Normal
1990,1990-07-04,Semi-finals,West Germany,England,England,Gary Lineker,80,80,Normal
1990,1990-07-07,Third-place match,Italy,England,Italy,Roberto Baggio,71,71,Normal
1990,1990-07-07,Third-place match,Italy,England,England,David Platt,81,81,Normal
1990,1990-07-07,Third-place match,Italy,England,Italy,Salvatore Schillaci,86,86,Penalty
1990,1990-07-08,Final,West Germany,Argentina,West Germany,Andreas Brehme,85,85,Penalty
1986,1986-05-31,Group stage,Bulgaria,Italy,Italy,Alessandro Altobelli,44,44,Normal
1986,1986-05-31,Group stage,Bulgaria,Italy,Bulgaria,Nasko Sirakov,85,85,Normal
1986,1986-06-01,Group stage,Spain,Brazil,Brazil,not applicable Sócrates,62,62,Normal
1986,1986-06-01,Group stage,Canada,France,France,Jean-Pierre Papin,79,79,Normal
1986,1986-06-02,Group stage,Argentina,South Korea,Argentina,Jorge Valdano,6,6,Normal
1986,1986-06-02,Group stage,Argentina,South Korea,Argentina,Oscar Ruggeri,18,18,Normal
1986,1986-06-02,Group stage,Argentina,South Korea,Argentina,Jorge Valdano,46,46,Normal
1986,1986-06-02,Group stage,Argentina,South Korea,South Korea,Chang-sun Park,73,73,Normal
1986,1986-06-02,Group stage,Soviet Union,Hungary,Soviet Union,Pavel Yakovenko,2,2,Normal
1986,1986-06-02,Group stage,Soviet Union,Hungary,Soviet Union,Sergei Aleinikov,4,4,Normal
1986,1986-06-02,Group stage,Soviet Union,Hungary,Soviet Union,Ihor Belanov,24,24,Penalty
1986,1986-06-02,Group stage,Soviet Union,Hungary,Soviet Union,Ivan Yaremchuk,66,66,Normal
1986,1986-06-02,Group stage,Soviet Union,Hungary,Soviet Union,László Dajka,73,73,Own Goal
1986,1986-06-02,Group stage,Soviet Union,Hungary,Soviet Union,Sergey Rodionov,80,80,Normal
1986,1986-06-03,Group stage,Belgium,Mexico,Mexico,Fernando Quirarte,23,23,Normal
1986,1986-06-03,Group stage,Belgium,Mexico,Mexico,Hugo Sánchez,39,39,Normal
1986,1986-06-03,Group stage,Belgium,Mexico,Belgium,Erwin Vandenbergh,45,45,Normal
1986,1986-06-03,Group stage,Algeria,Northern Ireland,Northern Ireland,Norman Whiteside,6,6,Normal
1986,1986-06-03,Group stage,Algeria,Northern Ireland,Algeria,Djamel Zidane,59,59,Normal
1986,1986-06-03,Group stage,Portugal,England,Portugal,Carlos Manuel,75,75,Normal
1986,1986-06-04,Group stage,Paraguay,Iraq,Paraguay,Julio César Romero,35,35,Normal
1986,1986-06-04,Group stage,Uruguay,West Germany,Uruguay,Antonio Alzamendi,4,4,Normal
1986,1986-06-04,Group stage,Uruguay,West Germany,West Germany,Klaus Allofs,84,84,Normal
1986,1986-06-04,Group stage,Scotland,Denmark,Denmark,Preben Elkjær,57,57,Normal
1986,1986-06-05,Group stage,Italy,Argentina,Italy,Alessandro Altobelli,6,6,Penalty
1986,1986-06-05,Group stage,Italy,Argentina,Argentina,Diego Maradona,34,34,Normal
1986,1986-06-05,Group stage,France,Soviet Union,Soviet Union,Vasyl Rats,53,53,Normal
1986,1986-06-05,Group stage,France,Soviet Union,France,Luis Fernández,62,62,Normal
1986,1986-06-05,Group stage,South Korea,Bulgaria,Bulgaria,Plamen Getov,11,11,Normal
1986,1986-06-05,Group stage,South Korea,Bulgaria,South Korea,Jong-boo Kim,70,70,Normal
1986,1986-06-06,Group stage,Hungary,Canada,Hungary,Márton Esterházy,2,2,Normal
1986,1986-06-06,Group stage,Hungary,Canada,Hungary,Lajos Détári,75,75,Normal
1986,1986-06-06,Group stage,Brazil,Algeria,Brazil,not applicable Careca,66,66,Normal
1986,1986-06-07,Group stage,Mexico,Paraguay,Mexico,Luis Flores,3,3,Normal
1986,1986-06-07,Group stage,Mexico,Paraguay,Paraguay,Julio César Romero,85,85,Normal
1986,1986-06-07,Group stage,Northern Ireland,Spain,Spain,Emilio Butragueño,1,1,Normal
1986,1986-06-07,Group stage,Northern Ireland,Spain,Spain,Julio Salinas,18,18,Normal
1986,1986-06-07,Group stage,Northern Ireland,Spain,Northern Ireland,Colin Clarke,46,46,Normal
1986,1986-06-07,Group stage,Poland,Portugal,Poland,Włodzimierz Smolarek,68,68,Normal
1986,1986-06-08,Group stage,Iraq,Belgium,Belgium,Enzo Scifo,16,16,Normal
1986,1986-06-08,Group stage,Iraq,Belgium,Belgium,Nico Claesen,21,21,Penalty
1986,1986-06-08,Group stage,Iraq,Belgium,Iraq,Ahmed Radhi,59,59,Normal
1986,1986-06-08,Group stage,West Germany,Scotland,Scotland,Gordon Strachan,18,18,Normal
1986,1986-06-08,Group stage,West Germany,Scotland,West Germany,Rudi Völler,23,23,Normal
1986,1986-06-08,Group stage,West Germany,Scotland,West Germany,Klaus Allofs,49,49,Normal
1986,1986-06-08,Group stage,Denmark,Uruguay,Denmark,Preben Elkjær,11,11,Normal
1986,1986-06-08,Group stage,Denmark,Uruguay,Denmark,Søren Lerby,41,41,Normal
1986,1986-06-08,Group stage,Denmark,Uruguay,Uruguay,Enzo Francescoli,45,45,Penalty
1986,1986-06-08,Group stage,Denmark,Uruguay,Denmark,Michael Laudrup,52,52,Normal
1986,1986-06-08,Group stage,Denmark,Uruguay,Denmark,Preben Elkjær,67,67,Normal
1986,1986-06-08,Group stage,Denmark,Uruguay,Denmark,Preben Elkjær,80,80,Normal
1986,1986-06-08,Group stage,Denmark,Uruguay,Denmark,Jesper Olsen,88,88,Normal
1986,1986-06-09,Group stage,Hungary,France,France,Yannick Stopyra,29,29,Normal
1986,1986-06-09,Group stage,Hungary,France,France,Jean Tigana,62,62,Normal
1986,1986-06-09,Group stage,Hungary,France,France,Dominique Rocheteau,84,84,Normal
1986,1986-06-09,Group stage,Soviet Union,Canada,Soviet Union,Oleh Blokhin,58,58,Normal
1986,1986-06-09,Group stage,Soviet Union,Canada,Soviet Union,Oleksandr Zavarov,74,74,Normal
1986,1986-06-10,Group stage,Argentina,Bulgaria,Argentina,Jorge Valdano,4,4,Normal
1986,1986-06-10,Group stage,Argentina,Bulgaria,Argentina,Jorge Burruchaga,77,77,Normal
1986,1986-06-10,Group stage,South Korea,Italy,Italy,Alessandro Altobelli,17,17,Normal
1986,1986-06-10,Group stage,South Korea,Italy,South Korea,Soon-ho Choi,62,62,Normal
1986,1986-06-10,Group stage,South Korea,Italy,Italy,Alessandro Altobelli,73,73,Normal
1986,1986-06-10,Group stage,South Korea,Italy,Italy,Kwang-rae Cho,82,82,Own Goal
1986,1986-06-10,Group stage,South Korea,Italy,South Korea,Jung-moo Huh,83,83,Normal
1986,1986-06-11,Group stage,Iraq,Mexico,Mexico,Fernando Quirarte,54,54,Normal
1986,1986-06-11,Group stage,Paraguay,Belgium,Belgium,Franky Vercauteren,30,30,Normal
1986,1986-06-11,Group stage,Paraguay,Belgium,Paraguay,Roberto Cabañas,50,50,Normal
1986,1986-06-11,Group stage,Paraguay,Belgium,Belgium,Daniel Veyt,59,59,Normal
1986,1986-06-11,Group stage,Paraguay,Belgium,Paraguay,Roberto Cabañas,76,76,Normal
1986,1986-06-11,Group stage,England,Poland,England,Gary Lineker,9,9,Normal
1986,1986-06-11,Group stage,England,Poland,England,Gary Lineker,14,14,Normal
1986,1986-06-11,Group stage,England,Poland,England,Gary Lineker,34,34,Normal
1986,1986-06-11,Group stage,Portugal,Morocco,Morocco,Abderrazak Khairi,19,19,Normal
1986,1986-06-11,Group stage,Portugal,Morocco,Morocco,Abderrazak Khairi,26,26,Normal
1986,1986-06-11,Group stage,Portugal,Morocco,Morocco,Abdelkrim Merry,62,62,Normal
1986,1986-06-11,Group stage,Portugal,Morocco,Portugal,not applicable Diamantino,80,80,Normal
1986,1986-06-12,Group stage,Algeria,Spain,Spain,Ramón Calderé,15,15,Normal
1986,1986-06-12,Group stage,Algeria,Spain,Spain,Ramón Calderé,68,68,Normal
1986,1986-06-12,Group stage,Algeria,Spain,Spain,not applicable Eloy,70,70,Normal
1986,1986-06-12,Group stage,Northern Ireland,Brazil,Brazil,not applicable Careca,15,15,Normal
1986,1986-06-12,Group stage,Northern Ireland,Brazil,Brazil,not applicable Josimar,42,42,Normal
1986,1986-06-12,Group stage,Northern Ireland,Brazil,Brazil,not applicable Careca,87,87,Normal
1986,1986-06-13,Group stage,Denmark,West Germany,Denmark,Jesper Olsen,43,43,Penalty
1986,1986-06-13,Group stage,Denmark,West Germany,Denmark,John Eriksen,62,62,Normal
1986,1986-06-15,Round of 16,Mexico,Bulgaria,Mexico,Manuel Negrete,34,34,Normal
1986,1986-06-15,Round of 16,Mexico,Bulgaria,Mexico,Raúl Servín,61,61,Normal
1986,1986-06-15,Round of 16,Soviet Union,Belgium,Soviet Union,Ihor Belanov,27,27,Normal
1986,1986-06-15,Round of 16,Soviet Union,Belgium,Belgium,Enzo Scifo,56,56,Normal
1986,1986-06-15,Round of 16,Soviet Union,Belgium,Soviet Union,Ihor Belanov,70,70,Normal
1986,1986-06-15,Round of 16,Soviet Union,Belgium,Belgium,Jan Ceulemans,77,77,Normal
1986,1986-06-15,Round of 16,Soviet Union,Belgium,Belgium,Stéphane Demol,102,102,Normal
1986,1986-06-15,Round of 16,Soviet Union,Belgium,Belgium,Nico Claesen,110,110,Normal
1986,1986-06-15,Round of 16,Soviet Union,Belgium,Soviet Union,Ihor Belanov,111,111,Penalty
1986,1986-06-16,Round of 16,Brazil,Poland,Brazil,not applicable Sócrates,30,30,Penalty
1986,1986-06-16,Round of 16,Brazil,Poland,Brazil,not applicable Josimar,55,55,Normal
1986,1986-06-16,Round of 16,Brazil,Poland,Brazil,not applicable Edinho,79,79,Normal
1986,1986-06-16,Round of 16,Brazil,Poland,Brazil,not applicable Careca,83,83,Penalty
1986,1986-06-16,Round of 16,Argentina,Uruguay,Argentina,Pedro Pasculli,42,42,Normal
1986,1986-06-17,Round of 16,Italy,France,France,Michel Platini,15,15,Normal
1986,1986-06-17,Round of 16,Italy,France,France,Yannick Stopyra,57,57,Normal
1986,1986-06-17,Round of 16,Morocco,West Germany,West Germany,Lothar Matthäus,87,87,Normal
1986,1986-06-18,Round of 16,England,Paraguay,England,Gary Lineker,31,31,Normal
1986,1986-06-18,Round of 16,England,Paraguay,England,Peter Beardsley,56,56,Normal
1986,1986-06-18,Round of 16,England,Paraguay,England,Gary Lineker,73,73,Normal
1986,1986-06-18,Round of 16,Denmark,Spain,Denmark,Jesper Olsen,33,33,Penalty
1986,1986-06-18,Round of 16,Denmark,Spain,Spain,Emilio Butragueño,43,43,Normal
1986,1986-06-18,Round of 16,Denmark,Spain,Spain,Emilio Butragueño,56,56,Normal
1986,1986-06-18,Round of 16,Denmark,Spain,Spain,Andoni Goikoetxea,68,68,Penalty
1986,1986-06-18,Round of 16,Denmark,Spain,Spain,Emilio Butragueño,80,80,Normal
1986,1986-06-18,Round of 16,Denmark,Spain,Spain,Emilio Butragueño,88,88,Penalty
1986,1986-06-21,Quarter-finals,Brazil,France,Brazil,not applicable Careca,17,17,Normal
1986,1986-06-21,Quarter-finals,Brazil,France,France,Michel Platini,40,40,Normal
1986,1986-06-22,Quarter-finals,Argentina,England,Argentina,Diego Maradona,51,51,Normal
1986,1986-06-22,Quarter-finals,Argentina,England,Argentina,Diego Maradona,55,55,Normal
1986,1986-06-22,Quarter-finals,Argentina,England,England,Gary Lineker,81,81,Normal
1986,1986-06-22,Quarter-finals,Spain,Belgium,Belgium,Jan Ceulemans,35,35,Normal
1986,1986-06-22,Quarter-finals,Spain,Belgium,Spain,Juan Antonio Señor,85,85,Normal
1986,1986-06-25,Semi-finals,France,West Germany,West Germany,Andreas Brehme,9,9,Normal
1986,1986-06-25,Semi-finals,France,West Germany,West Germany,Rudi Völler,90,90,Normal
1986,1986-06-25,Semi-finals,Argentina,Belgium,Argentina,Diego Maradona,51,51,Normal
1986,1986-06-25,Semi-finals,Argentina,Belgium,Argentina,Diego Maradona,63,63,Normal
1986,1986-06-28,Third-place match,Belgium,France,Belgium,Jan Ceulemans,11,11,Normal
1986,1986-06-28,Third-place match,Belgium,France,France,Jean-Marc Ferreri,27,27,Normal
1986,1986-06-28,Third-place match,Belgium,France,France,Jean-Pierre Papin,43,43,Normal
1986,1986-06-28,Third-place match,Belgium,France,Belgium,Nico Claesen,73,73,Normal
1986,1986-06-28,Third-place match,Belgium,France,France,Bernard Genghini,104,104,Normal
1986,1986-06-28,Third-place match,Belgium,France,France,Manuel Amoros,111,111,Penalty
1986,1986-06-29,Final,Argentina,West Germany,Argentina,José Luis Brown,23,23,Normal
1986,1986-06-29,Final,Argentina,West Germany,Argentina,Jorge Valdano,56,56,Normal
1986,1986-06-29,Final,Argentina,West Germany,West Germany,Karl-Heinz Rummenigge,74,74,Normal
1986,1986-06-29,Final,Argentina,West Germany,West Germany,Rudi Völler,81,81,Normal
1986,1986-06-29,Final,Argentina,West Germany,Argentina,Jorge Burruchaga,84,84,Normal
1982,1982-06-13,Group stage,Argentina,Belgium,Belgium,Erwin Vandenbergh,62,62,Normal
1982,1982-06-14,Group stage,Brazil,Soviet Union,Soviet Union,Andriy Bal,34,34,Normal
1982,1982-06-14,Group stage,Brazil,Soviet Union,Brazil,not applicable Sócrates,75,75,Normal
1982,1982-06-14,Group stage,Brazil,Soviet Union,Brazil,not applicable Éder,88,88,Normal
1982,1982-06-15,Group stage,Hungary,El Salvador,Hungary,Tibor Nyilasi,4,4,Normal
1982,1982-06-15,Group stage,Hungary,El Salvador,Hungary,Gábor Pölöskei,11,11,Normal
1982,1982-06-15,Group stage,Hungary,El Salvador,Hungary,László Fazekas,23,23,Normal
1982,1982-06-15,Group stage,Hungary,El Salvador,Hungary,József Tóth,50,50,Normal
1982,1982-06-15,Group stage,Hungary,El Salvador,Hungary,László Fazekas,54,54,Normal
1982,1982-06-15,Group stage,Hungary,El Salvador,El Salvador,Luis Ramírez Zapata,64,64,Normal
1982,1982-06-15,Group stage,Hungary,El Salvador,Hungary,László Kiss,69,69,Normal
1982,1982-06-15,Group stage,Hungary,El Salvador,Hungary,Lázár Szentes,70,70,Normal
1982,1982-06-15,Group stage,Hungary,El Salvador,Hungary,László Kiss,72,72,Normal
1982,1982-06-15,Group stage,Hungary,El Salvador,Hungary,László Kiss,76,76,Normal
1982,1982-06-15,Group stage,Hungary,El Salvador,Hungary,Tibor Nyilasi,83,83,Normal
1982,1982-06-15,Group stage,Scotland,New Zealand,Scotland,Kenny Dalglish,18,18,Normal
1982,1982-06-15,Group stage,Scotland,New Zealand,Scotland,John Wark,29,29,Normal
1982,1982-06-15,Group stage,Scotland,New Zealand,Scotland,John Wark,32,32,Normal
1982,1982-06-15,Group stage,Scotland,New Zealand,New Zealand,Steve Sumner,54,54,Normal
1982,1982-06-15,Group stage,Scotland,New Zealand,New Zealand,Steve Wooddin,64,64,Normal
1982,1982-06-15,Group stage,Scotland,New Zealand,Scotland,John Robertson,73,73,Normal
1982,1982-06-15,Group stage,Scotland,New Zealand,Scotland,Steve Archibald,79,79,Normal
1982,1982-06-16,Group stage,West Germany,Algeria,Algeria,Rabah Madjer,54,54,Normal
1982,1982-06-16,Group stage,West Germany,Algeria,West Germany,Karl-Heinz Rummenigge,67,67,Normal
1982,1982-06-16,Group stage,West Germany,Algeria,Algeria,Lakhdar Belloumi,68,68,Normal
1982,1982-06-16,Group stage,England,France,England,Bryan Robson,1,1,Normal
1982,1982-06-16,Group stage,England,France,France,Gérard Soler,24,24,Normal
1982,1982-06-16,Group stage,England,France,England,Bryan Robson,67,67,Normal
1982,1982-06-16,Group stage,England,France,England,Paul Mariner,83,83,Normal
1982,1982-06-16,Group stage,Spain,Honduras,Honduras,Héctor Zelaya,8,8,Normal
1982,1982-06-16,Group stage,Spain,Honduras,Spain,Roberto López Ufarte,65,65,Penalty
1982,1982-06-17,Group stage,Chile,Austria,Austria,Walter Schachner,22,22,Normal
1982,1982-06-17,Group stage,Czechoslovakia,Kuwait,Czechoslovakia,Antonín Panenka,21,21,Penalty
1982,1982-06-17,Group stage,Czechoslovakia,Kuwait,Kuwait,Faisal Al-Dakhil,57,57,Normal
1982,1982-06-18,Group stage,Italy,Peru,Italy,Bruno Conti,18,18,Normal
1982,1982-06-18,Group stage,Italy,Peru,Peru,Rubén Toribio Díaz,83,83,Normal
1982,1982-06-18,Group stage,Argentina,Hungary,Argentina,Daniel Bertoni,26,26,Normal
1982,1982-06-18,Group stage,Argentina,Hungary,Argentina,Diego Maradona,28,28,Normal
1982,1982-06-18,Group stage,Argentina,Hungary,Argentina,Diego Maradona,57,57,Normal
1982,1982-06-18,Group stage,Argentina,Hungary,Argentina,Osvaldo Ardiles,60,60,Normal
1982,1982-06-18,Group stage,Argentina,Hungary,Hungary,Gábor Pölöskei,76,76,Normal
1982,1982-06-18,Group stage,Brazil,Scotland,Scotland,David Narey,18,18,Normal
1982,1982-06-18,Group stage,Brazil,Scotland,Brazil,not applicable Zico,33,33,Normal
1982,1982-06-18,Group stage,Brazil,Scotland,Brazil,not applicable Oscar,48,48,Normal
1982,1982-06-18,Group stage,Brazil,Scotland,Brazil,not applicable Éder,63,63,Normal
1982,1982-06-18,Group stage,Brazil,Scotland,Brazil,not applicable Falcão,87,87,Normal
1982,1982-06-19,Group stage,Belgium,El Salvador,Belgium,Ludo Coeck,19,19,Normal
1982,1982-06-19,Group stage,Soviet Union,New Zealand,Soviet Union,Yuri Gavrilov,24,24,Normal
1982,1982-06-19,Group stage,Soviet Union,New Zealand,Soviet Union,Oleh Blokhin,48,48,Normal
1982,1982-06-19,Group stage,Soviet Union,New Zealand,Soviet Union,Sergei Baltacha,68,68,Normal
1982,1982-06-20,Group stage,West Germany,Chile,West Germany,Karl-Heinz Rummenigge,9,9,Normal
1982,1982-06-20,Group stage,West Germany,Chile,West Germany,Karl-Heinz Rummenigge,57,57,Normal
1982,1982-06-20,Group stage,West Germany,Chile,West Germany,Karl-Heinz Rummenigge,66,66,Normal
1982,1982-06-20,Group stage,West Germany,Chile,West Germany,Uwe Reinders,81,81,Normal
1982,1982-06-20,Group stage,West Germany,Chile,Chile,Gustavo Moscoso,90,90,Normal
