year,date,round,home_team,away_team,team,player,minute,minute_numeric,goal_type
1950,1950-07-09,Final round,Brazil,Sweden,Brazil,not applicable Maneca,85,85,Normal
1950,1950-07-09,Final round,Brazil,Sweden,Brazil,not applicable Chico,88,88,Normal
1950,1950-07-09,Final round,Uruguay,Spain,Uruguay,Alcides Ghiggia,29,29,Normal
1950,1950-07-09,Final round,Uruguay,Spain,Spain,Estanislau Basora,37,37,Normal
1950,1950-07-09,Final round,Uruguay,Spain,Spain,Estanislau Basora,39,39,Normal
1950,1950-07-09,Final round,Uruguay,Spain,Uruguay,Obdulio Varela,73,73,Normal
1950,1950-07-13,Final round,Brazil,Spain,Brazil,not applicable Ademir,15,15,Normal
1950,1950-07-13,Final round,Brazil,Spain,Brazil,not applicable Jair,21,21,Normal
1950,1950-07-13,Final round,Brazil,Spain,Brazil,not applicable Chico,31,31,Normal
1950,1950-07-13,Final round,Brazil,Spain,Brazil,not applicable Chico,55,55,Normal
1950,1950-07-13,Final round,Brazil,Spain,Brazil,not applicable Ademir,57,57,Normal
1950,1950-07-13,Final round,Brazil,Spain,Brazil,not applicable Zizinho,67,67,Normal
1950,1950-07-13,Final round,Brazil,Spain,Spain,Silvestre Igoa,71,71,Normal
1950,1950-07-13,Final round,Uruguay,Sweden,Sweden,Karl-Erik Palmér,5,5,Normal
1950,1950-07-13,Final round,Uruguay,Sweden,Uruguay,Alcides Ghiggia,39,39,Normal
1950,1950-07-13,Final round,Uruguay,Sweden,Sweden,Stig Sundqvist,40,40,Normal
1950,1950-07-13,Final round,Uruguay,Sweden,Uruguay,Oscar Míguez,77,77,Normal
1950,1950-07-13,Final round,Uruguay,Sweden,Uruguay,Oscar Míguez,85,85,Normal
1950,1950-07-16,Final round,Sweden,Spain,Sweden,Stig Sundqvist,15,15,Normal
1950,1950-07-16,Final round,Sweden,Spain,Sweden,Bror Mellberg,33,33,Normal
1950,1950-07-16,Final round,Sweden,Spain,Sweden,Karl-Erik Palmér,80,80,Normal
1950,1950-07-16,Final round,Sweden,Spain,Spain,Telmo Zarra,82,82,Normal
1950,1950-07-16,Final round,Uruguay,Brazil,Brazil,not applicable Friaça,47,47,Normal
1950,1950-07-16,Final round,Uruguay,Brazil,Uruguay,Juan Alberto Schiaffino,66,66,Normal
1950,1950-07-16,Final round,Uruguay,Brazil,Uruguay,Alcides Ghiggia,79,79,Normal
1938,1938-06-04,Round of 16,Switzerland,Germany,Germany,Josef Gauchel,29,29,Normal
1938,1938-06-04,Round of 16,Switzerland,Germany,Switzerland,André Abegglen,43,43,Normal
1938,1938-06-05,Round of 16,Cuba,Romania,Romania,Silviu Bindea,35,35,Normal
1938,1938-06-05,Round of 16,Cuba,Romania,Cuba,Héctor Socorro,44,44,Normal
1938,1938-06-05,Round of 16,Cuba,Romania,Cuba,José Magriñá,69,69,Normal
1938,1938-06-05,Round of 16,Cuba,Romania,Romania,Iuliu Baratky,88,88,Normal
1938,1938-06-05,Round of 16,Cuba,Romania,Cuba,Héctor Socorro,103,103,Normal
1938,1938-06-05,Round of 16,Cuba,Romania,Romania,Ștefan Dobay,105,105,Normal
1938,1938-06-05,Round of 16,France,Belgium,France,Émile Veinante,1,1,Normal
1938,1938-06-05,Round of 16,France,Belgium,France,Jean Nicolas,16,16,Normal
1938,1938-06-05,Round of 16,France,Belgium,Belgium,Hendrik Isemborghs,38,38,Normal
1938,1938-06-05,Round of 16,France,Belgium,France,Jean Nicolas,69,69,Normal
1938,1938-06-05,Round of 16,Hungary,Dutch East Indies,Hungary,Vilmos Kohut,13,13,Normal
1938,1938-06-05,Round of 16,Hungary,Dutch East Indies,Hungary,Géza Toldi,15,15,Normal
1938,1938-06-05,Round of 16,Hungary,Dutch East Indies,Hungary,György Sárosi,28,28,Normal
1938,1938-06-05,Round of 16,Hungary,Dutch East Indies,Hungary,Gyula Zsengellér,35,35,Normal
1938,1938-06-05,Round of 16,Hungary,Dutch East Indies,Hungary,Gyula Zsengellér,76,76,Normal
1938,1938-06-05,Round of 16,Hungary,Dutch East Indies,Hungary,György Sárosi,89,89,Normal
1938,1938-06-05,Round of 16,Italy,Norway,Italy,Pietro Ferraris,2,2,Normal
1938,1938-06-05,Round of 16,Italy,Norway,Norway,Arne Brustad,83,83,Normal
1938,1938-06-05,Round of 16,Italy,Norway,Italy,Silvio Piola,94,94,Normal
1938,1938-06-05,Round of 16,Brazil,Poland,Brazil,not applicable Leônidas,18,18,Normal
1938,1938-06-05,Round of 16,Brazil,Poland,Poland,Fryderyk Scherfke,23,23,Penalty
1938,1938-06-05,Round of 16,Brazil,Poland,Brazil,not applicable Romeu,25,25,Normal
1938,1938-06-05,Round of 16,Brazil,Poland,Brazil,not applicable Perácio,44,44,Normal
1938,1938-06-05,Round of 16,Brazil,Poland,Poland,Ernst Wilimowski,53,53,Normal
1938,1938-06-05,Round of 16,Brazil,Poland,Poland,Ernst Wilimowski,59,59,Normal
1938,1938-06-05,Round of 16,Brazil,Poland,Brazil,not applicable Perácio,71,71,Normal
1938,1938-06-05,Round of 16,Brazil,Poland,Poland,Ernst Wilimowski,89,89,Normal
1938,1938-06-05,Round of 16,Brazil,Poland,Brazil,not applicable Leônidas,93,93,Normal
1938,1938-06-05,Round of 16,Brazil,Poland,Brazil,not applicable Leônidas,104,104,Normal
1938,1938-06-05,Round of 16,Brazil,Poland,Poland,Ernst Wilimowski,118,118,Normal
1938,1938-06-05,Round of 16,Czechoslovakia,Netherlands,Czechoslovakia,Josef Košťálek,93,93,Normal
1938,1938-06-05,Round of 16,Czechoslovakia,Netherlands,Czechoslovakia,Josef Zeman,111,111,Normal
1938,1938-06-05,Round of 16,Czechoslovakia,Netherlands,Czechoslovakia,Oldřich Nejedlý,118,118,Normal
1938,1938-06-09,Round of 16,Cuba,Romania,Romania,Ștefan Dobay,35,35,Normal
1938,1938-06-09,Round of 16,Cuba,Romania,Cuba,Héctor Socorro,51,51,Normal
1938,1938-06-09,Round of 16,Cuba,Romania,Cuba,Tomás Fernández,57,57,Normal
1938,1938-06-09,Round of 16,Switzerland,Germany,Germany,Wilhelm Hahnemann,8,8,Normal
1938,1938-06-09,Round of 16,Switzerland,Germany,Germany,Ernst Lörtscher,22,22,Own Goal
1938,1938-06-09,Round of 16,Switzerland,Germany,Switzerland,Eugen Walaschek,42,42,Normal
1938,1938-06-09,Round of 16,Switzerland,Germany,Switzerland,Alfred Bickel,64,64,Normal
1938,1938-06-09,Round of 16,Switzerland,Germany,Switzerland,André Abegglen,75,75,Normal
1938,1938-06-09,Round of 16,Switzerland,Germany,Switzerland,André Abegglen,78,78,Normal
1938,1938-06-12,Quarter-finals,Brazil,Czechoslovakia,Brazil,not applicable Leônidas,30,30,Normal
1938,1938-06-12,Quarter-finals,Brazil,Czechoslovakia,Czechoslovakia,Oldřich Nejedlý,65,65,Penalty
1938,1938-06-12,Quarter-finals,Hungary,Switzerland,Hungary,György Sárosi,40,40,Normal
1938,1938-06-12,Quarter-finals,Hungary,Switzerland,Hungary,Gyula Zsengellér,89,89,Normal
1938,1938-06-12,Quarter-finals,Italy,France,Italy,Gino Colaussi,9,9,Normal
1938,1938-06-12,Quarter-finals,Italy,France,France,Oscar Heisserer,10,10,Normal
1938,1938-06-12,Quarter-finals,Italy,France,Italy,Silvio Piola,51,51,Normal
1938,1938-06-12,Quarter-finals,Italy,France,Italy,Silvio Piola,72,72,Normal
1938,1938-06-12,Quarter-finals,Sweden,Cuba,Sweden,Harry Andersson,9,9,Normal
1938,1938-06-12,Quarter-finals,Sweden,Cuba,Sweden,Gustav Wetterström,22,22,Normal
1938,1938-06-12,Quarter-finals,Sweden,Cuba,Sweden,Gustav Wetterström,37,37,Normal
1938,1938-06-12,Quarter-finals,Sweden,Cuba,Sweden,Gustav Wetterström,44,44,Normal
1938,1938-06-12,Quarter-finals,Sweden,Cuba,Sweden,Tore Keller,80,80,Normal
1938,1938-06-12,Quarter-finals,Sweden,Cuba,Sweden,Harry Andersson,81,81,Normal
1938,1938-06-12,Quarter-finals,Sweden,Cuba,Sweden,Arne Nyberg,84,84,Normal
1938,1938-06-12,Quarter-finals,Sweden,Cuba,Sweden,Harry Andersson,89,89,Normal
1938,1938-06-14,Quarter-finals,Brazil,Czechoslovakia,Czechoslovakia,Vlastimil Kopecký,25,25,Normal
1938,1938-06-14,Quarter-finals,Brazil,Czechoslovakia,Brazil,not applicable Leônidas,57,57,Normal
1938,1938-06-14,Quarter-finals,Brazil,Czechoslovakia,Brazil,not applicable Roberto,62,62,Normal
1938,1938-06-16,Semi-finals,Hungary,Sweden,Sweden,Arne Nyberg,1,1,Normal
1938,1938-06-16,Semi-finals,Hungary,Sweden,Hungary,Sven Jacobsson,19,19,Own Goal
1938,1938-06-16,Semi-finals,Hungary,Sweden,Hungary,Pál Titkos,37,37,Normal
1938,1938-06-16,Semi-finals,Hungary,Sweden,Hungary,Gyula Zsengellér,39,39,Normal
1938,1938-06-16,Semi-finals,Hungary,Sweden,Hungary,György Sárosi,65,65,Normal
1938,1938-06-16,Semi-finals,Hungary,Sweden,Hungary,Gyula Zsengellér,85,85,Normal
1938,1938-06-16,Semi-finals,Italy,Brazil,Italy,Gino Colaussi,51,51,Normal
1938,1938-06-16,Semi-finals,Italy,Brazil,Italy,Giuseppe Meazza,60,60,Penalty
1938,1938-06-16,Semi-finals,Italy,Brazil,Brazil,not applicable Romeu,87,87,Normal
1938,1938-06-19,Third-place match,Brazil,Sweden,Sweden,Sven Jonasson,28,28,Normal
1938,1938-06-19,Third-place match,Brazil,Sweden,Sweden,Arne Nyberg,38,38,Normal
1938,1938-06-19,Third-place match,Brazil,Sweden,Brazil,not applicable Romeu,44,44,Normal
1938,1938-06-19,Third-place match,Brazil,Sweden,Brazil,not applicable Leônidas,63,63,Normal
1938,1938-06-19,Third-place match,Brazil,Sweden,Brazil,not applicable Leônidas,74,74,Normal
1938,1938-06-19,Third-place match,Brazil,Sweden,Brazil,not applicable Perácio,80,80,Normal
1938,1938-06-19,Final,Italy,Hungary,Italy,Gino Colaussi,6,6,Normal
1938,1938-06-19,Final,Italy,Hungary,Hungary,Pál Titkos,8,8,Normal
1938,1938-06-19,Final,Italy,Hungary,Italy,Silvio Piola,16,16,Normal
1938,1938-06-19,Final,Italy,Hungary,Italy,Gino Colaussi,35,35,Normal
1938,1938-06-19,Final,Italy,Hungary,Hungary,György Sárosi,70,70,Normal
1938,1938-06-19,Final,Italy,Hungary,Italy,Silvio Piola,82,82,Normal
1934,1934-05-27,Round of 16,Austria,France,France,Jean Nicolas,18,18,Normal
1934,1934-05-27,Round of 16,Austria,France,Austria,Matthias Sindelar,44,44,Normal
1934,1934-05-27,Round of 16,Austria,France,Austria,Anton Schall,93,93,Normal
1934,1934-05-27,Round of 16,Austria,France,Austria,Josef Bican,109,109,Normal
1934,1934-05-27,Round of 16,Austria,France,France,Georges Verriest,116,116,Penalty
1934,1934-05-27,Round of 16,Czechoslovakia,Romania,Romania,Ștefan Dobay,11,11,Normal
1934,1934-05-27,Round of 16,Czechoslovakia,Romania,Czechoslovakia,Antonín Puč,50,50,Normal
1934,1934-05-27,Round of 16,Czechoslovakia,Romania,Czechoslovakia,Oldřich Nejedlý,67,67,Normal
1934,1934-05-27,Round of 16,Germany,Belgium,Germany,Stanislaus Kobierski,25,25,Normal
1934,1934-05-27,Round of 16,Germany,Belgium,Belgium,Bernard Voorhoof,29,29,Normal
1934,1934-05-27,Round of 16,Germany,Belgium,Belgium,Bernard Voorhoof,43,43,Normal
1934,1934-05-27,Round of 16,Germany,Belgium,Germany,Otto Siffling,49,49,Normal
1934,1934-05-27,Round of 16,Germany,Belgium,Germany,Edmund Conen,66,66,Normal
1934,1934-05-27,Round of 16,Germany,Belgium,Germany,Edmund Conen,70,70,Normal
1934,1934-05-27,Round of 16,Germany,Belgium,Germany,Edmund Conen,87,87,Normal
1934,1934-05-27,Round of 16,Hungary,Egypt,Hungary,Pál Teleki,11,11,Normal
1934,1934-05-27,Round of 16,Hungary,Egypt,Hungary,Géza Toldi,31,31,Normal
1934,1934-05-27,Round of 16,Hungary,Egypt,Egypt,Abdulrahman Fawzi,35,35,Normal
1934,1934-05-27,Round of 16,Hungary,Egypt,Egypt,Abdulrahman Fawzi,39,39,Normal
1934,1934-05-27,Round of 16,Hungary,Egypt,Hungary,Jenő Vincze,53,53,Normal
1934,1934-05-27,Round of 16,Hungary,Egypt,Hungary,Géza Toldi,61,61,Normal
1934,1934-05-27,Round of 16,Italy,United States,Italy,Angelo Schiavio,18,18,Normal
1934,1934-05-27,Round of 16,Italy,United States,Italy,Raimundo Orsi,20,20,Normal
1934,1934-05-27,Round of 16,Italy,United States,Italy,Angelo Schiavio,29,29,Normal
1934,1934-05-27,Round of 16,Italy,United States,United States,Aldo Donelli,57,57,Normal
1934,1934-05-27,Round of 16,Italy,United States,Italy,Giovanni Ferrari,63,63,Normal
1934,1934-05-27,Round of 16,Italy,United States,Italy,Angelo Schiavio,64,64,Normal
1934,1934-05-27,Round of 16,Italy,United States,Italy,Raimundo Orsi,69,69,Normal
1934,1934-05-27,Round of 16,Italy,United States,Italy,Giuseppe Meazza,90,90,Normal
1934,1934-05-27,Round of 16,Spain,Brazil,Spain,José Iraragorri,18,18,Penalty
1934,1934-05-27,Round of 16,Spain,Brazil,Spain,José Iraragorri,25,25,Normal
1934,1934-05-27,Round of 16,Spain,Brazil,Spain,Isidro Lángara,29,29,Normal
1934,1934-05-27,Round of 16,Spain,Brazil,Brazil,not applicable Leônidas,55,55,Normal
1934,1934-05-27,Round of 16,Sweden,Argentina,Argentina,Ernesto Belis,4,4,Normal
1934,1934-05-27,Round of 16,Sweden,Argentina,Sweden,Sven Jonasson,9,9,Normal
1934,1934-05-27,Round of 16,Sweden,Argentina,Argentina,Alberto Galateo,48,48,Normal
1934,1934-05-27,Round of 16,Sweden,Argentina,Sweden,Sven Jonasson,67,67,Normal
1934,1934-05-27,Round of 16,Sweden,Argentina,Sweden,Knut Kroon,79,79,Normal
1934,1934-05-27,Round of 16,Switzerland,Netherlands,Switzerland,Leopold Kielholz,7,7,Normal
1934,1934-05-27,Round of 16,Switzerland,Netherlands,Netherlands,Kick Smit,29,29,Normal
1934,1934-05-27,Round of 16,Switzerland,Netherlands,Switzerland,Leopold Kielholz,43,43,Normal
1934,1934-05-27,Round of 16,Switzerland,Netherlands,Switzerland,André Abegglen,66,66,Normal
1934,1934-05-27,Round of 16,Switzerland,Netherlands,Netherlands,Leen Vente,69,69,Normal
1934,1934-05-31,Quarter-finals,Austria,Hungary,Austria,Johann Horvath,8,8,Normal
1934,1934-05-31,Quarter-finals,Austria,Hungary,Austria,Karl Zischek,51,51,Normal
1934,1934-05-31,Quarter-finals,Austria,Hungary,Hungary,György Sárosi,60,60,Penalty
1934,1934-05-31,Quarter-finals,Czechoslovakia,Switzerland,Switzerland,Leopold Kielholz,18,18,Normal
1934,1934-05-31,Quarter-finals,Czechoslovakia,Switzerland,Czechoslovakia,František Svoboda,24,24,Normal
1934,1934-05-31,Quarter-finals,Czechoslovakia,Switzerland,Czechoslovakia,Jiří Sobotka,49,49,Normal
1934,1934-05-31,Quarter-finals,Czechoslovakia,Switzerland,Switzerland,Willy Jäggi,78,78,Normal
1934,1934-05-31,Quarter-finals,Czechoslovakia,Switzerland,Czechoslovakia,Oldřich Nejedlý,82,82,Normal
1934,1934-05-31,Quarter-finals,Germany,Sweden,Germany,Karl Hohmann,60,60,Normal
1934,1934-05-31,Quarter-finals,Germany,Sweden,Germany,Karl Hohmann,63,63,Normal
1934,1934-05-31,Quarter-finals,Germany,Sweden,Sweden,Gösta Dunker,82,82,Normal
1934,1934-05-31,Quarter-finals,Italy,Spain,Spain,Luis Regueiro,30,30,Normal
1934,1934-05-31,Quarter-finals,Italy,Spain,Italy,Giovanni Ferrari,44,44,Normal
1934,1934-06-01,Quarter-finals,Italy,Spain,Italy,Giuseppe Meazza,11,11,Normal
1934,1934-06-03,Semi-finals,Czechoslovakia,Germany,Czechoslovakia,Oldřich Nejedlý,21,21,Normal
1934,1934-06-03,Semi-finals,Czechoslovakia,Germany,Germany,Rudolf Noack,62,62,Normal
1934,1934-06-03,Semi-finals,Czechoslovakia,Germany,Czechoslovakia,Oldřich Nejedlý,69,69,Normal
1934,1934-06-03,Semi-finals,Czechoslovakia,Germany,Czechoslovakia,Oldřich Nejedlý,80,80,Normal
1934,1934-06-03,Semi-finals,Italy,Austria,Italy,Enrique Guaita,19,19,Normal
1934,1934-06-07,Third-place match,Germany,Austria,Germany,Ernst Lehner,1,1,Normal
1934,1934-06-07,Third-place match,Germany,Austria,Germany,Edmund Conen,27,27,Normal
1934,1934-06-07,Third-place match,Germany,Austria,Austria,Johann Horvath,28,28,Normal
1934,1934-06-07,Third-place match,Germany,Austria,Germany,Ernst Lehner,42,42,Normal
1934,1934-06-07,Third-place match,Germany,Austria,Austria,Karl Sesta,54,54,Normal
1934,1934-06-10,Final,Italy,Czechoslovakia,Czechoslovakia,Antonín Puč,71,71,Normal
1934,1934-06-10,Final,Italy,Czechoslovakia,Italy,Raimundo Orsi,81,81,Normal
1934,1934-06-10,Final,Italy,Czechoslovakia,Italy,Angelo Schiavio,95,95,Normal
1930,1930-07-13,Group stage,France,Mexico,France,Lucien Laurent,19,19,Normal
1930,1930-07-13,Group stage,France,Mexico,France,Marcel Langiller,40,40,Normal
1930,1930-07-13,Group stage,France,Mexico,France,André Maschinot,43,43,Normal
1930,1930-07-13,Group stage,France,Mexico,Mexico,Juan Carreño,70,70,Normal
1930,1930-07-13,Group stage,France,Mexico,France,André Maschinot,87,87,Normal
1930,1930-07-13,Group stage,United States,Belgium,United States,Bart McGhee,23,23,Normal
1930,1930-07-13,Group stage,United States,Belgium,United States,Tom Florie,45,45,Normal
1930,1930-07-13,Group stage,United States,Belgium,United States,Bert Patenaude,69,69,Normal
1930,1930-07-14,Group stage,Yugoslavia,Brazil,Yugoslavia,Aleksandar Tirnanić,21,21,Normal
1930,1930-07-14,Group stage,Yugoslavia,Brazil,Yugoslavia,Ivan Bek,30,30,Normal
1930,1930-07-14,Group stage,Yugoslavia,Brazil,Brazil,not applicable Preguinho,62,62,Normal
1930,1930-07-14,Group stage,Romania,Peru,Romania,Adalbert Deşu,1,1,Normal
1930,1930-07-14,Group stage,Romania,Peru,Peru,Luis Souza Ferreira,75,75,Normal
1930,1930-07-14,Group stage,Romania,Peru,Romania,Constantin Stanciu,79,79,Normal
1930,1930-07-14,Group stage,Romania,Peru,Romania,Miklós Kovács,89,89,Normal
1930,1930-07-15,Group stage,Argentina,France,Argentina,Luis Monti,81,81,Normal
1930,1930-07-16,Group stage,Chile,Mexico,Chile,Carlos Vidal,3,3,Normal
1930,1930-07-16,Group stage,Chile,Mexico,Chile,Manuel Rosas,52,52,Own Goal
1930,1930-07-16,Group stage,Chile,Mexico,Chile,Carlos Vidal,65,65,Normal
1930,1930-07-17,Group stage,Yugoslavia,Bolivia,Yugoslavia,Ivan Bek,60,60,Normal
1930,1930-07-17,Group stage,Yugoslavia,Bolivia,Yugoslavia,Blagoje Marjanović,65,65,Normal
1930,1930-07-17,Group stage,Yugoslavia,Bolivia,Yugoslavia,Ivan Bek,67,67,Normal
1930,1930-07-17,Group stage,Yugoslavia,Bolivia,Yugoslavia,Đorđe Vujadinović,85,85,Normal
1930,1930-07-17,Group stage,United States,Paraguay,United States,Bert Patenaude,10,10,Normal
1930,1930-07-17,Group stage,United States,Paraguay,United States,Bert Patenaude,15,15,Normal
1930,1930-07-17,Group stage,United States,Paraguay,United States,Bert Patenaude,50,50,Normal
1930,1930-07-18,Group stage,Uruguay,Peru,Uruguay,Héctor Castro,65,65,Normal
1930,1930-07-19,Group stage,Chile,France,Chile,Guillermo Subiabre,67,67,Normal
1930,1930-07-19,Group stage,Argentina,Mexico,Argentina,Guillermo Stábile,8,8,Normal
1930,1930-07-19,Group stage,Argentina,Mexico,Argentina,Adolfo Zumelzú,12,12,Normal
1930,1930-07-19,Group stage,Argentina,Mexico,Argentina,Guillermo Stábile,17,17,Normal
1930,1930-07-19,Group stage,Argentina,Mexico,Mexico,Manuel Rosas,42,42,Penalty
1930,1930-07-19,Group stage,Argentina,Mexico,Argentina,Francisco Varallo,53,53,Normal
1930,1930-07-19,Group stage,Argentina,Mexico,Argentina,Adolfo Zumelzú,55,55,Normal
1930,1930-07-19,Group stage,Argentina,Mexico,Mexico,Manuel Rosas,65,65,Normal
1930,1930-07-19,Group stage,Argentina,Mexico,Mexico,Roberto Gayón,75,75,Normal
1930,1930-07-19,Group stage,Argentina,Mexico,Argentina,Guillermo Stábile,80,80,Normal
1930,1930-07-20,Group stage,Brazil,Bolivia,Brazil,not applicable Moderato,37,37,Normal
1930,1930-07-20,Group stage,Brazil,Bolivia,Brazil,not applicable Preguinho,57,57,Normal
1930,1930-07-20,Group stage,Brazil,Bolivia,Brazil,not applicable Moderato,73,73,Normal
1930,1930-07-20,Group stage,Brazil,Bolivia,Brazil,not applicable Preguinho,83,83,Normal
1930,1930-07-20,Group stage,Paraguay,Belgium,Paraguay,Luis Vargas Peña,40,40,Normal
1930,1930-07-21,Group stage,Uruguay,Romania,Uruguay,Pablo Dorado,7,7,Normal
1930,1930-07-21,Group stage,Uruguay,Romania,Uruguay,Héctor Scarone,26,26,Normal
1930,1930-07-21,Group stage,Uruguay,Romania,Uruguay,Peregrino Anselmo,31,31,Normal
1930,1930-07-21,Group stage,Uruguay,Romania,Uruguay,Pedro Cea,35,35,Normal
1930,1930-07-22,Group stage,Argentina,Chile,Argentina,Guillermo Stábile,12,12,Normal
1930,1930-07-22,Group stage,Argentina,Chile,Argentina,Guillermo Stábile,13,13,Normal
1930,1930-07-22,Group stage,Argentina,Chile,Chile,Guillermo Subiabre,15,15,Normal
1930,1930-07-22,Group stage,Argentina,Chile,Argentina,Mario Evaristo,51,51,Normal
1930,1930-07-26,Semi-finals,Argentina,United States,Argentina,Luis Monti,20,20,Normal
1930,1930-07-26,Semi-finals,Argentina,United States,Argentina,Alejandro Scopelli,56,56,Normal
1930,1930-07-26,Semi-finals,Argentina,United States,Argentina,Guillermo Stábile,69,69,Normal
1930,1930-07-26,Semi-finals,Argentina,United States,Argentina,Carlos Peucelle,80,80,Normal
1930,1930-07-26,Semi-finals,Argentina,United States,Argentina,Carlos Peucelle,85,85,Normal
1930,1930-07-26,Semi-finals,Argentina,United States,Argentina,Guillermo Stábile,87,87,Normal
1930,1930-07-26,Semi-finals,Argentina,United States,United States,Jim Brown,89,89,Normal
1930,1930-07-27,Semi-finals,Uruguay,Yugoslavia,Yugoslavia,Đorđe Vujadinović,4,4,Normal
1930,1930-07-27,Semi-finals,Uruguay,Yugoslavia,Uruguay,Pedro Cea,18,18,Normal
1930,1930-07-27,Semi-finals,Uruguay,Yugoslavia,Uruguay,Peregrino Anselmo,20,20,Normal
1930,1930-07-27,Semi-finals,Uruguay,Yugoslavia,Uruguay,Peregrino Anselmo,31,31,Normal
1930,1930-07-27,Semi-finals,Uruguay,Yugoslavia,Uruguay,Santos Iriarte,61,61,Normal
1930,1930-07-27,Semi-finals,Uruguay,Yugoslavia,Uruguay,Pedro Cea,67,67,Normal
1930,1930-07-27,Semi-finals,Uruguay,Yugoslavia,Uruguay,Pedro Cea,72,72,Normal
1930,1930-07-30,Final,Uruguay,Argentina,Uruguay,Pablo Dorado,12,12,Normal
1930,1930-07-30,Final,Uruguay,Argentina,Argentina,Carlos Peucelle,20,20,Normal
1930,1930-07-30,Final,Uruguay,Argentina,Argentina,Guillermo Stábile,37,37,Normal
1930,1930-07-30,Final,Uruguay,Argentina,Uruguay,Pedro Cea,57,57,Normal
